Player/Position/Team/Season,Player,Position,Team,Season ,Game Strength State,Player (Original),GP,Season,TOI,TOI%,TOI% QoC,TOI% QoT
BRENDAN GALLAGHERFMTL20-21,Brendan Gallagher,F,MTL,20-21,Power Play,BRENDAN GALLAGHER,35,20202021,67.78333333,42.27%,41.14%,41.65%
EVAN RODRIGUESFPIT20-21,Evan Rodrigues,F,PIT,20-21,Power Play,EVAN RODRIGUES,35,20202021,37.73333333,26.97%,35.32%,32.91%
MORGAN GEEKIEFCAR20-21,Morgan Geekie,F,CAR,20-21,Power Play,MORGAN GEEKIE,36,20202021,38.15,22.96%,33.92%,33.77%
MARCUS JOHANSSONFMIN20-21,Marcus Johansson,F,MIN,20-21,Power Play,MARCUS JOHANSSON,36,20202021,65.28333333,33.26%,33.25%,36.29%
BROCK MCGINNFCAR20-21,Brock Mcginn,F,CAR,20-21,Power Play,BROCK MCGINN,37,20202021,3.233333333,1.95%,32.17%,31.44%
RILEY NASHFCBJ20-21,Riley Nash,F,CBJ,20-21,Power Play,RILEY NASH,37,20202021,3.866666667,2.65%,40.68%,28.25%
ALEX VOLKOVFT.B/ANA20-21,Alex Volkov,F,T.B/ANA,20-21,Power Play,ALEX VOLKOV,37,20202021,11.85,6.94%,34.46%,41.10%
TYLER PITLICKFARI20-21,Tyler Pitlick,F,ARI,20-21,Power Play,TYLER PITLICK,38,20202021,72.65,34.84%,37.34%,42.40%
DRAKE CAGGIULAFARI/BUF20-21,Drake Caggiula,F,ARI/BUF,20-21,Power Play,DRAKE CAGGIULA,38,20202021,8.816666667,4.27%,31.89%,40.26%
TAGE THOMPSONFBUF20-21,Tage Thompson,F,BUF,20-21,Power Play,TAGE THOMPSON,38,20202021,48.8,29.57%,37.30%,31.64%
JOSH LEIVOFCGY20-21,Josh Leivo,F,CGY,20-21,Power Play,JOSH LEIVO,38,20202021,15.76666667,7.72%,37.59%,31.56%
VALTTERI FILPPULAFDET20-21,Valtteri Filppula,F,DET,20-21,Power Play,VALTTERI FILPPULA,38,20202021,48.56666667,27.79%,37.20%,40.41%
LUKE KUNINFNSH20-21,Luke Kunin,F,NSH,20-21,Power Play,LUKE KUNIN,38,20202021,24.45,13.37%,36.73%,35.08%
JASON ZUCKERFPIT20-21,Jason Zucker,F,PIT,20-21,Power Play,JASON ZUCKER,38,20202021,48.9,31.00%,35.75%,34.69%
IVAN BARBASHEVFSTL20-21,Ivan Barbashev,F,STL,20-21,Power Play,IVAN BARBASHEV,38,20202021,4.466666667,2.64%,28.54%,30.87%
STEVEN STAMKOSFT.B20-21,Steven Stamkos,F,T.B,20-21,Power Play,STEVEN STAMKOS,38,20202021,131.05,66.23%,41.27%,59.47%
WAYNE SIMMONDSFTOR20-21,Wayne Simmonds,F,TOR,20-21,Power Play,WAYNE SIMMONDS,38,20202021,68.11666667,38.32%,40.25%,47.44%
JAKE VIRTANENFVAN20-21,Jake Virtanen,F,VAN,20-21,Power Play,JAKE VIRTANEN,38,20202021,22.71666667,13.22%,37.97%,28.24%
TANNER KEROFDAL20-21,Tanner Kero,F,DAL,20-21,Power Play,TANNER KERO,39,20202021,22.46666667,13.66%,31.87%,35.41%
MARCUS FOLIGNOFMIN20-21,Marcus Foligno,F,MIN,20-21,Power Play,MARCUS FOLIGNO,39,20202021,11.6,5.70%,32.49%,31.12%
FILIP FORSBERGFNSH20-21,Filip Forsberg,F,NSH,20-21,Power Play,FILIP FORSBERG,39,20202021,113.8666667,58.29%,41.32%,52.42%
TRAVIS BOYDFTOR/VAN20-21,Travis Boyd,F,TOR/VAN,20-21,Power Play,TRAVIS BOYD,39,20202021,37.1,21.79%,39.52%,37.50%
DYLAN STROMEFCHI20-21,Dylan Strome,F,CHI,20-21,Power Play,DYLAN STROME,40,20202021,122.6666667,54.51%,39.26%,55.64%
RYAN CARPENTERFCHI20-21,Ryan Carpenter,F,CHI,20-21,Power Play,RYAN CARPENTER,40,20202021,39.53333333,18.40%,41.31%,55.86%
MICHAEL RASMUSSENFDET20-21,Michael Rasmussen,F,DET,20-21,Power Play,MICHAEL RASMUSSEN,40,20202021,88.71666667,46.51%,39.18%,43.49%
EELI TOLVANENFNSH20-21,Eeli Tolvanen,F,NSH,20-21,Power Play,EELI TOLVANEN,40,20202021,93.55,57.02%,40.15%,52.66%
ROCCO GRIMALDIFNSH20-21,Rocco Grimaldi,F,NSH,20-21,Power Play,ROCCO GRIMALDI,40,20202021,13.48333333,7.94%,35.33%,33.21%
RYAN DZINGELFOTT/CAR20-21,Ryan Dzingel,F,OTT/CAR,20-21,Power Play,RYAN DZINGEL,40,20202021,69.4,36.71%,36.33%,36.39%
KASPERI KAPANENFPIT20-21,Kasperi Kapanen,F,PIT,20-21,Power Play,KASPERI KAPANEN,40,20202021,61.7,35.95%,36.38%,44.52%
JADEN SCHWARTZFSTL20-21,Jaden Schwartz,F,STL,20-21,Power Play,JADEN SCHWARTZ,40,20202021,82.98333333,46.67%,37.63%,46.23%
ADAM GAUDETTEFVAN/CHI20-21,Adam Gaudette,F,VAN/CHI,20-21,Power Play,ADAM GAUDETTE,40,20202021,40.63333333,21.16%,39.10%,33.22%
ISAC LUNDESTROMFANA20-21,Isac Lundestrom,F,ANA,20-21,Power Play,ISAC LUNDESTROM,41,20202021,10.4,6.97%,33.37%,43.53%
JAKE DEBRUSKFBOS20-21,Jake Debrusk,F,BOS,20-21,Power Play,JAKE DEBRUSK,41,20202021,57.2,29.69%,37.91%,36.85%
CASEY MITTELSTADTFBUF20-21,Casey Mittelstadt,F,BUF,20-21,Power Play,CASEY MITTELSTADT,41,20202021,87.73333333,49.97%,40.10%,57.85%
DYLAN COZENSFBUF20-21,Dylan Cozens,F,BUF,20-21,Power Play,DYLAN COZENS,41,20202021,68.06666667,37.25%,38.07%,47.65%
BOONE JENNERFCBJ20-21,Boone Jenner,F,CBJ,20-21,Power Play,BOONE JENNER,41,20202021,54.1,33.28%,38.19%,46.42%
ROOPE HINTZFDAL20-21,Roope Hintz,F,DAL,20-21,Power Play,ROOPE HINTZ,41,20202021,112.7166667,54.75%,40.78%,56.14%
NOEL ACCIARIFFLA20-21,Noel Acciari,F,FLA,20-21,Power Play,NOEL ACCIARI,41,20202021,16.76666667,7.32%,37.93%,31.34%
BLAKE LIZOTTEFL.A20-21,Blake Lizotte,F,L.A,20-21,Power Play,BLAKE LIZOTTE,41,20202021,12.7,5.60%,36.00%,29.52%
JOEL ARMIAFMTL20-21,Joel Armia,F,MTL,20-21,Power Play,JOEL ARMIA,41,20202021,29.2,17.14%,43.40%,49.00%
NATHAN BASTIANFN.J20-21,Nathan Bastian,F,N.J,20-21,Power Play,NATHAN BASTIAN,41,20202021,6.283333333,3.36%,34.77%,27.18%
RUDOLFS BALCERSFS.J20-21,Rudolfs Balcers,F,S.J,20-21,Power Play,RUDOLFS BALCERS,41,20202021,48.68333333,26.93%,34.84%,42.06%
EVGENY KUZNETSOVFWSH20-21,Evgeny Kuznetsov,F,WSH,20-21,Power Play,EVGENY KUZNETSOV,41,20202021,98.36666667,53.86%,39.38%,61.36%
SAM STEELFANA20-21,Sam Steel,F,ANA,20-21,Power Play,SAM STEEL,42,20202021,53.05,30.64%,38.65%,41.97%
TRENT FREDERICFBOS20-21,Trent Frederic,F,BOS,20-21,Power Play,TRENT FREDERIC,42,20202021,11.01666667,5.63%,37.44%,31.19%
SAM GAGNERFDET20-21,Sam Gagner,F,DET,20-21,Power Play,SAM GAGNER,42,20202021,85.26666667,46.59%,38.05%,42.84%
MATS ZUCCARELLOFMIN20-21,Mats Zuccarello,F,MIN,20-21,Power Play,MATS ZUCCARELLO,42,20202021,98.43333333,49.30%,38.28%,40.53%
ARTEMI PANARINFNYR20-21,Artemi Panarin,F,NYR,20-21,Power Play,ARTEMI PANARIN,42,20202021,161.3333333,70.71%,41.13%,62.72%
BRETT HOWDENFNYR20-21,Brett Howden,F,NYR,20-21,Power Play,BRETT HOWDEN,42,20202021,8.466666667,3.88%,34.32%,24.70%
FILIP CHYTILFNYR20-21,Filip Chytil,F,NYR,20-21,Power Play,FILIP CHYTIL,42,20202021,27.66666667,13.06%,33.69%,26.73%
PIERRE ENGVALLFTOR20-21,Pierre Engvall,F,TOR,20-21,Power Play,PIERRE ENGVALL,42,20202021,3.766666667,2.21%,31.94%,15.97%
DANIEL SPRONGFWSH20-21,Daniel Sprong,F,WSH,20-21,Power Play,DANIEL SPRONG,42,20202021,25.63333333,14.69%,36.57%,43.34%
DANTON HEINENFANA20-21,Danton Heinen,F,ANA,20-21,Power Play,DANTON HEINEN,43,20202021,39.36666667,23.50%,38.44%,41.39%
DEREK RYANFCGY20-21,Derek Ryan,F,CGY,20-21,Power Play,DEREK RYAN,43,20202021,9.9,4.50%,32.15%,27.26%
ANTHONY DUCLAIRFFLA20-21,Anthony Duclair,F,FLA,20-21,Power Play,ANTHONY DUCLAIR,43,20202021,56.85,23.28%,37.34%,43.74%
CARTER VERHAEGHEFFLA20-21,Carter Verhaeghe,F,FLA,20-21,Power Play,CARTER VERHAEGHE,43,20202021,57.48333333,24.65%,38.11%,35.23%
JARED MCCANNFPIT20-21,Jared Mccann,F,PIT,20-21,Power Play,JARED MCCANN,43,20202021,84.55,43.44%,37.61%,50.14%
TEDDY BLUEGERFPIT20-21,Teddy Blueger,F,PIT,20-21,Power Play,TEDDY BLUEGER,43,20202021,3.283333333,1.73%,35.60%,24.05%
ZACH HYMANFTOR20-21,Zach Hyman,F,TOR,20-21,Power Play,ZACH HYMAN,43,20202021,64.53333333,33.96%,40.59%,44.72%
BRANDON SUTTERFVAN20-21,Brandon Sutter,F,VAN,20-21,Power Play,BRANDON SUTTER,43,20202021,6.566666667,3.22%,31.91%,25.39%
JORDAN MARTINOOKFCAR20-21,Jordan Martinook,F,CAR,20-21,Power Play,JORDAN MARTINOOK,44,20202021,3.566666667,1.83%,27.40%,15.51%
BRANDON SAADFCOL20-21,Brandon Saad,F,COL,20-21,Power Play,BRANDON SAAD,44,20202021,73.55,27.42%,34.49%,32.66%
DYLAN LARKINFDET20-21,Dylan Larkin,F,DET,20-21,Power Play,DYLAN LARKIN,44,20202021,118.7333333,53.71%,40.28%,47.04%
JUHO LAMMIKKOFFLA20-21,Juho Lammikko,F,FLA,20-21,Power Play,JUHO LAMMIKKO,44,20202021,4.25,1.75%,21.99%,22.72%
PATRIC HORNQVISTFFLA20-21,Patric Hornqvist,F,FLA,20-21,Power Play,PATRIC HORNQVIST,44,20202021,176.2833333,73.10%,40.09%,68.39%
AUSTIN WAGNERFL.A20-21,Austin Wagner,F,L.A,20-21,Power Play,AUSTIN WAGNER,44,20202021,5.15,2.36%,34.49%,19.01%
NICK BJUGSTADFMIN20-21,Nick Bjugstad,F,MIN,20-21,Power Play,NICK BJUGSTAD,44,20202021,42.45,17.49%,39.36%,45.22%
JONATHAN DROUINFMTL20-21,Jonathan Drouin,F,MTL,20-21,Power Play,JONATHAN DROUIN,44,20202021,99.96666667,50.18%,44.09%,48.35%
OLIVER WAHLSTROMFNYI20-21,Oliver Wahlstrom,F,NYI,20-21,Power Play,OLIVER WAHLSTROM,44,20202021,75.05,42.79%,38.53%,45.23%
MICHAEL RAFFLFPHI/WSH20-21,Michael Raffl,F,PHI/WSH,20-21,Power Play,MICHAEL RAFFL,44,20202021,12.75,5.57%,29.86%,25.45%
JOHN LEONARDFS.J20-21,John Leonard,F,S.J,20-21,Power Play,JOHN LEONARD,44,20202021,39.95,18.97%,34.55%,37.16%
JOE THORNTONFTOR20-21,Joe Thornton,F,TOR,20-21,Power Play,JOE THORNTON,44,20202021,83.38333333,44.09%,40.30%,48.11%
LARS ELLERFWSH20-21,Lars Eller,F,WSH,20-21,Power Play,LARS ELLER,44,20202021,35.71666667,18.44%,35.21%,39.60%
ADAM HENRIQUEFANA20-21,Adam Henrique,F,ANA,20-21,Power Play,ADAM HENRIQUE,45,20202021,79.65,46.19%,39.86%,45.84%
STEVEN LORENTZFCAR20-21,Steven Lorentz,F,CAR,20-21,Power Play,STEVEN LORENTZ,45,20202021,3.633333333,1.69%,23.80%,23.38%
CARL SODERBERGFCHI/COL20-21,Carl Soderberg,F,CHI/COL,20-21,Power Play,CARL SODERBERG,45,20202021,73.48333333,30.49%,41.23%,54.97%
ADAM ERNEFDET20-21,Adam Erne,F,DET,20-21,Power Play,ADAM ERNE,45,20202021,67.95,33.98%,38.54%,47.04%
ALEX CHIASSONFEDM20-21,Alex Chiasson,F,EDM,20-21,Power Play,ALEX CHIASSON,45,20202021,132.25,60.86%,43.91%,78.72%
OWEN TIPPETTFFLA20-21,Owen Tippett,F,FLA,20-21,Power Play,OWEN TIPPETT,45,20202021,36.08333333,14.04%,35.77%,29.90%
ZACH PARISEFMIN20-21,Zach Parise,F,MIN,20-21,Power Play,ZACH PARISE,45,20202021,68.6,29.23%,33.89%,44.23%
YAKOV TRENINFNSH20-21,Yakov Trenin,F,NSH,20-21,Power Play,YAKOV TRENIN,45,20202021,7.883333333,3.69%,32.48%,40.07%
COLIN WHITEFOTT20-21,Colin White,F,OTT,20-21,Power Play,COLIN WHITE,45,20202021,70.7,30.62%,37.95%,35.92%
SEAN COUTURIERFPHI20-21,Sean Couturier,F,PHI,20-21,Power Play,SEAN COUTURIER,45,20202021,117.5833333,51.29%,39.39%,47.68%
MARK JANKOWSKIFPIT20-21,Mark Jankowski,F,PIT,20-21,Power Play,MARK JANKOWSKI,45,20202021,6.916666667,3.59%,34.83%,28.64%
ALEX OVECHKINFWSH20-21,Alex Ovechkin,F,WSH,20-21,Power Play,ALEX OVECHKIN,45,20202021,184.8,90.04%,39.09%,53.78%
DEREK GRANTFANA20-21,Derek Grant,F,ANA,20-21,Power Play,DEREK GRANT,46,20202021,8.516666667,4.75%,36.80%,40.10%
MAX JONESFANA20-21,Max Jones,F,ANA,20-21,Power Play,MAX JONES,46,20202021,37.56666667,20.87%,35.54%,41.72%
JESPER FASTFCAR20-21,Jesper Fast,F,CAR,20-21,Power Play,JESPER FAST,46,20202021,52.36666667,26.24%,37.48%,32.03%
PATRIK LAINEFCBJ/WPG20-21,Patrik Laine,F,CBJ/WPG,20-21,Power Play,PATRIK LAINE,46,20202021,95.2,60.59%,40.71%,50.08%
JESPER BRATTFN.J20-21,Jesper Bratt,F,N.J,20-21,Power Play,JESPER BRATT,46,20202021,108.6333333,48.95%,39.99%,47.03%
TRAVIS ZAJACFN.J/NYI20-21,Travis Zajac,F,N.J/NYI,20-21,Power Play,TRAVIS ZAJAC,46,20202021,38.41666667,17.73%,39.06%,45.89%
PIERRE-LUC DUBOISFWPG/CBJ20-21,Pierre-luc Dubois,F,WPG/CBJ,20-21,Power Play,PIERRE-LUC DUBOIS,46,20202021,71.13333333,34.56%,37.57%,38.22%
JAKOB SILFVERBERGFANA20-21,Jakob Silfverberg,F,ANA,20-21,Power Play,JAKOB SILFVERBERG,47,20202021,83.96666667,45.07%,39.55%,45.34%
VINCENT TROCHECKFCAR20-21,Vincent Trocheck,F,CAR,20-21,Power Play,VINCENT TROCHECK,47,20202021,135.3833333,63.38%,40.62%,60.88%
ANDREAS ATHANASIOUFL.A20-21,Andreas Athanasiou,F,L.A,20-21,Power Play,ANDREAS ATHANASIOU,47,20202021,85.75,36.95%,33.38%,32.63%
CARL GRUNDSTROMFL.A20-21,Carl Grundstrom,F,L.A,20-21,Power Play,CARL GRUNDSTROM,47,20202021,42.93333333,19.07%,33.30%,33.02%
ARTTURI LEHKONENFMTL20-21,Artturi Lehkonen,F,MTL,20-21,Power Play,ARTTURI LEHKONEN,47,20202021,4.983333333,2.39%,35.21%,25.96%
ANTHONY BEAUVILLIERFNYI20-21,Anthony Beauvillier,F,NYI,20-21,Power Play,ANTHONY BEAUVILLIER,47,20202021,86.41666667,40.63%,38.00%,43.03%
COLIN BLACKWELLFNYR20-21,Colin Blackwell,F,NYR,20-21,Power Play,COLIN BLACKWELL,47,20202021,50.91666667,21.92%,36.85%,37.72%
NIKOLAJ EHLERSFWPG20-21,Nikolaj Ehlers,F,WPG,20-21,Power Play,NIKOLAJ EHLERS,47,20202021,77.66666667,33.39%,38.08%,36.48%
TOM WILSONFWSH20-21,Tom Wilson,F,WSH,20-21,Power Play,TOM WILSON,47,20202021,72.81666667,33.72%,37.70%,49.37%
RYAN GETZLAFFANA20-21,Ryan Getzlaf,F,ANA,20-21,Power Play,RYAN GETZLAF,48,20202021,88.08333333,47.02%,37.38%,40.82%
TROY TERRYFANA20-21,Troy Terry,F,ANA,20-21,Power Play,TROY TERRY,48,20202021,84.93333333,46.11%,38.24%,41.43%
DAVID PASTRNAKFBOS20-21,David Pastrnak,F,BOS,20-21,Power Play,DAVID PASTRNAK,48,20202021,163.5166667,70.19%,40.46%,57.26%
JACK ROSLOVICFCBJ20-21,Jack Roslovic,F,CBJ,20-21,Power Play,JACK ROSLOVIC,48,20202021,87,54.25%,40.63%,50.33%
SAM BENNETTFCGY/FLA20-21,Sam Bennett,F,CGY/FLA,20-21,Power Play,SAM BENNETT,48,20202021,54.41666667,20.08%,39.03%,51.11%
J.T. COMPHERFCOL20-21,J.t. Compher,F,COL,20-21,Power Play,J.T. COMPHER,48,20202021,64.68333333,22.18%,36.42%,43.97%
NATHAN MACKINNONFCOL20-21,Nathan Mackinnon,F,COL,20-21,Power Play,NATHAN MACKINNON,48,20202021,197.1666667,67.48%,38.52%,59.17%
DOMINIK KAHUNFEDM20-21,Dominik Kahun,F,EDM,20-21,Power Play,DOMINIK KAHUN,48,20202021,16.63333333,7.15%,35.09%,24.59%
RYAN JOHANSENFNSH20-21,Ryan Johansen,F,NSH,20-21,Power Play,RYAN JOHANSEN,48,20202021,131.1166667,59.38%,40.82%,52.49%
KAAPO KAKKOFNYR20-21,Kaapo Kakko,F,NYR,20-21,Power Play,KAAPO KAKKO,48,20202021,60.46666667,24.22%,36.54%,31.38%
MAX PACIORETTYFVGK20-21,Max Pacioretty,F,VGK,20-21,Power Play,MAX PACIORETTY,48,20202021,135.95,56.02%,39.13%,49.34%
RICHARD PANIKFWSH/DET20-21,Richard Panik,F,WSH/DET,20-21,Power Play,RICHARD PANIK,48,20202021,19.63333333,10.10%,36.32%,38.86%
CONOR GARLANDFARI20-21,Conor Garland,F,ARI,20-21,Power Play,CONOR GARLAND,49,20202021,138.2166667,52.01%,37.34%,47.25%
ALEX TEXIERFCBJ20-21,Alex Texier,F,CBJ,20-21,Power Play,ALEX TEXIER,49,20202021,46.73333333,27.08%,40.25%,44.48%
NICK FOLIGNOFCBJ/TOR20-21,Nick Foligno,F,CBJ/TOR,20-21,Power Play,NICK FOLIGNO,49,20202021,90.45,45.01%,40.71%,50.84%
FILIP ZADINAFDET20-21,Filip Zadina,F,DET,20-21,Power Play,FILIP ZADINA,49,20202021,104.0833333,50.39%,38.89%,44.77%
DUSTIN BROWNFL.A20-21,Dustin Brown,F,L.A,20-21,Power Play,DUSTIN BROWN,49,20202021,144.4,57.22%,38.59%,58.61%
COREY PERRYFMTL20-21,Corey Perry,F,MTL,20-21,Power Play,COREY PERRY,49,20202021,104.8333333,48.27%,42.83%,43.97%
CALLE JARNKROKFNSH20-21,Calle Jarnkrok,F,NSH,20-21,Power Play,CALLE JARNKROK,49,20202021,79.25,37.68%,38.33%,47.26%
BRENDAN LEMIEUXFNYR/L.A20-21,Brendan Lemieux,F,NYR/L.A,20-21,Power Play,BRENDAN LEMIEUX,49,20202021,24.83333333,9.72%,36.77%,29.38%
DYLAN GAMBRELLFS.J20-21,Dylan Gambrell,F,S.J,20-21,Power Play,DYLAN GAMBRELL,49,20202021,5.616666667,2.54%,31.38%,29.91%
CURTIS LAZARFBUF/BOS20-21,Curtis Lazar,F,BUF/BOS,20-21,Power Play,CURTIS LAZAR,50,20202021,3.55,1.69%,33.80%,43.37%
SEAN MONAHANFCGY20-21,Sean Monahan,F,CGY,20-21,Power Play,SEAN MONAHAN,50,20202021,152.55,62.05%,43.83%,53.86%
ALEKSANDER BARKOVFFLA20-21,Aleksander Barkov,F,FLA,20-21,Power Play,ALEKSANDER BARKOV,50,20202021,195.9833333,70.34%,39.47%,65.97%
KEVIN FIALAFMIN20-21,Kevin Fiala,F,MIN,20-21,Power Play,KEVIN FIALA,50,20202021,152.2166667,57.83%,39.01%,43.63%
TOMAS TATARFMTL20-21,Tomas Tatar,F,MTL,20-21,Power Play,TOMAS TATAR,50,20202021,101.0666667,44.08%,40.68%,41.83%
ANDREAS JOHNSSONFN.J20-21,Andreas Johnsson,F,N.J,20-21,Power Play,ANDREAS JOHNSSON,50,20202021,66.06666667,27.46%,39.38%,43.10%
JANNE KUOKKANENFN.J20-21,Janne Kuokkanen,F,N.J,20-21,Power Play,JANNE KUOKKANEN,50,20202021,60.15,25.98%,39.47%,43.25%
PAVEL ZACHAFN.J20-21,Pavel Zacha,F,N.J,20-21,Power Play,PAVEL ZACHA,50,20202021,132.5333333,54.99%,40.36%,46.31%
VIKTOR ARVIDSSONFNSH20-21,Viktor Arvidsson,F,NSH,20-21,Power Play,VIKTOR ARVIDSSON,50,20202021,108.8,47.26%,39.06%,45.51%
CAL CLUTTERBUCKFNYI20-21,Cal Clutterbuck,F,NYI,20-21,Power Play,CAL CLUTTERBUCK,50,20202021,4.216666667,1.93%,31.75%,16.49%
CHRIS KREIDERFNYR20-21,Chris Kreider,F,NYR,20-21,Power Play,CHRIS KREIDER,50,20202021,170.8333333,63.97%,40.57%,62.76%
NICOLAS AUBE-KUBELFPHI20-21,Nicolas Aube-kubel,F,PHI,20-21,Power Play,NICOLAS AUBE-KUBEL,50,20202021,8.016666667,3.14%,35.03%,38.13%
OSKAR LINDBLOMFPHI20-21,Oskar Lindblom,F,PHI,20-21,Power Play,OSKAR LINDBLOM,50,20202021,24.31666667,9.95%,38.10%,42.06%
TRAVIS KONECNYFPHI20-21,Travis Konecny,F,PHI,20-21,Power Play,TRAVIS KONECNY,50,20202021,113.5833333,45.86%,38.80%,46.25%
RYAN DONATOFS.J20-21,Ryan Donato,F,S.J,20-21,Power Play,RYAN DONATO,50,20202021,85.08333333,37.66%,35.31%,42.00%
TOMAS HERTLFS.J20-21,Tomas Hertl,F,S.J,20-21,Power Play,TOMAS HERTL,50,20202021,129.4833333,56.99%,37.65%,49.86%
ANTHONY CIRELLIFT.B20-21,Anthony Cirelli,F,T.B,20-21,Power Play,ANTHONY CIRELLI,50,20202021,92.11666667,36.03%,37.14%,39.00%
JIMMY VESEYFTOR/VAN20-21,Jimmy Vesey,F,TOR/VAN,20-21,Power Play,JIMMY VESEY,50,20202021,21.83333333,10.38%,41.93%,53.27%
NICOLAS ROYFVGK20-21,Nicolas Roy,F,VGK,20-21,Power Play,NICOLAS ROY,50,20202021,18.73333333,7.19%,36.90%,41.65%
BLAKE WHEELERFWPG20-21,Blake Wheeler,F,WPG,20-21,Power Play,BLAKE WHEELER,50,20202021,148.4,61.43%,42.83%,59.45%
JAKUB VRANAFWSH/DET20-21,Jakub Vrana,F,WSH/DET,20-21,Power Play,JAKUB VRANA,50,20202021,110.7666667,51.66%,39.79%,60.06%
LAWSON CROUSEFARI20-21,Lawson Crouse,F,ARI,20-21,Power Play,LAWSON CROUSE,51,20202021,13.5,4.89%,35.74%,38.77%
CHARLIE COYLEFBOS20-21,Charlie Coyle,F,BOS,20-21,Power Play,CHARLIE COYLE,51,20202021,66.1,26.59%,36.99%,37.59%
DAVID KREJCIFBOS20-21,David Krejci,F,BOS,20-21,Power Play,DAVID KREJCI,51,20202021,125.5166667,50.43%,39.37%,50.75%
DILLON DUBEFCGY20-21,Dillon Dube,F,CGY,20-21,Power Play,DILLON DUBE,51,20202021,60.51666667,23.30%,39.56%,34.49%
JOONAS DONSKOIFCOL20-21,Joonas Donskoi,F,COL,20-21,Power Play,JOONAS DONSKOI,51,20202021,113.2166667,37.79%,36.48%,51.43%
BLAKE COMEAUFDAL20-21,Blake Comeau,F,DAL,20-21,Power Play,BLAKE COMEAU,51,20202021,5.366666667,2.33%,30.37%,18.90%
JASON DICKINSONFDAL20-21,Jason Dickinson,F,DAL,20-21,Power Play,JASON DICKINSON,51,20202021,9.7,3.91%,35.24%,29.21%
JASON ROBERTSONFDAL20-21,Jason Robertson,F,DAL,20-21,Power Play,JASON ROBERTSON,51,20202021,110.6166667,48.24%,38.94%,48.18%
RYAN HARTMANFMIN20-21,Ryan Hartman,F,MIN,20-21,Power Play,RYAN HARTMAN,51,20202021,56.43333333,20.94%,33.07%,39.40%
KYLE PALMIERIFN.J/NYI20-21,Kyle Palmieri,F,N.J/NYI,20-21,Power Play,KYLE PALMIERI,51,20202021,112.7,48.31%,40.33%,46.83%
ERIK HAULAFNSH20-21,Erik Haula,F,NSH,20-21,Power Play,ERIK HAULA,51,20202021,74.01666667,32.54%,36.60%,39.19%
MIKAEL GRANLUNDFNSH20-21,Mikael Granlund,F,NSH,20-21,Power Play,MIKAEL GRANLUND,51,20202021,131.0333333,55.20%,40.06%,50.10%
WILLIAM NYLANDERFTOR20-21,William Nylander,F,TOR,20-21,Power Play,WILLIAM NYLANDER,51,20202021,119.8833333,52.05%,42.37%,51.80%
TANNER PEARSONFVAN20-21,Tanner Pearson,F,VAN,20-21,Power Play,TANNER PEARSON,51,20202021,91.7,37.52%,39.85%,51.36%
CHANDLER STEPHENSONFVGK20-21,Chandler Stephenson,F,VGK,20-21,Power Play,CHANDLER STEPHENSON,51,20202021,106.6333333,40.66%,36.09%,48.00%
RICKARD RAKELLFANA20-21,Rickard Rakell,F,ANA,20-21,Power Play,RICKARD RAKELL,52,20202021,110.0833333,52.67%,39.42%,44.49%
CHRISTIAN FISCHERFARI20-21,Christian Fischer,F,ARI,20-21,Power Play,CHRISTIAN FISCHER,52,20202021,19.26666667,6.95%,37.69%,42.98%
NICK SCHMALTZFARI20-21,Nick Schmaltz,F,ARI,20-21,Power Play,NICK SCHMALTZ,52,20202021,141.4333333,50.26%,37.22%,47.74%
ALEX DEBRINCATFCHI20-21,Alex Debrincat,F,CHI,20-21,Power Play,ALEX DEBRINCAT,52,20202021,199.0666667,69.45%,40.61%,51.68%
BRANDON HAGELFCHI20-21,Brandon Hagel,F,CHI,20-21,Power Play,BRANDON HAGEL,52,20202021,29.83333333,10.77%,38.27%,47.04%
MIKKO RANTANENFCOL20-21,Mikko Rantanen,F,COL,20-21,Power Play,MIKKO RANTANEN,52,20202021,207.25,68.38%,37.93%,58.63%
JAMIE BENNFDAL20-21,Jamie Benn,F,DAL,20-21,Power Play,JAMIE BENN,52,20202021,132.15,55.53%,40.59%,54.77%
KAILER YAMAMOTOFEDM20-21,Kailer Yamamoto,F,EDM,20-21,Power Play,KAILER YAMAMOTO,52,20202021,30.01666667,12.04%,42.57%,66.44%
RYAN NUGENT-HOPKINSFEDM20-21,Ryan Nugent-hopkins,F,EDM,20-21,Power Play,RYAN NUGENT-HOPKINS,52,20202021,214.6333333,86.82%,42.86%,69.46%
JOSH ANDERSONFMTL20-21,Josh Anderson,F,MTL,20-21,Power Play,JOSH ANDERSON,52,20202021,98.78333333,40.88%,41.39%,44.00%
TYLER TOFFOLIFMTL20-21,Tyler Toffoli,F,MTL,20-21,Power Play,TYLER TOFFOLI,52,20202021,124.25,53.04%,43.15%,47.01%
MICHAEL MCLEODFN.J20-21,Michael Mcleod,F,N.J,20-21,Power Play,MICHAEL MCLEOD,52,20202021,6.583333333,2.68%,34.63%,29.69%
NICK COUSINSFNSH20-21,Nick Cousins,F,NSH,20-21,Power Play,NICK COUSINS,52,20202021,82.53333333,34.31%,37.16%,38.01%
NOLAN PATRICKFPHI20-21,Nolan Patrick,F,PHI,20-21,Power Play,NOLAN PATRICK,52,20202021,89.83333333,33.93%,38.30%,44.63%
