Player/Position/Team/Season,Player,Position,Team,Season ,Game Strength State,Player (Original),GP,Season,TOI,TOI%,TOI% QoC,TOI% QoT
ERIK HAULAFNSH20-21,Erik Haula,F,NSH,20-21,Penalty Kill,ERIK HAULA,51,20202021,99.36666667,40.08%,49.27%,39.19%
MIKAEL GRANLUNDFNSH20-21,Mikael Granlund,F,NSH,20-21,Penalty Kill,MIKAEL GRANLUND,51,20202021,111.9333333,43.00%,51.50%,42.15%
TANNER PEARSONFVAN20-21,Tanner Pearson,F,VAN,20-21,Penalty Kill,TANNER PEARSON,51,20202021,53.93333333,18.76%,50.12%,42.28%
CHANDLER STEPHENSONFVGK20-21,Chandler Stephenson,F,VGK,20-21,Penalty Kill,CHANDLER STEPHENSON,51,20202021,70.48333333,30.64%,46.44%,39.64%
CHRISTIAN FISCHERFARI20-21,Christian Fischer,F,ARI,20-21,Penalty Kill,CHRISTIAN FISCHER,52,20202021,93.56666667,37.66%,46.01%,41.76%
JOHAN LARSSONFARI20-21,Johan Larsson,F,ARI,20-21,Penalty Kill,JOHAN LARSSON,52,20202021,90.78333333,34.98%,46.14%,43.59%
ALEX DEBRINCATFCHI20-21,Alex Debrincat,F,CHI,20-21,Penalty Kill,ALEX DEBRINCAT,52,20202021,24.26666667,10.35%,46.24%,35.64%
BRANDON HAGELFCHI20-21,Brandon Hagel,F,CHI,20-21,Penalty Kill,BRANDON HAGEL,52,20202021,36.65,15.94%,44.89%,37.37%
JAMIE BENNFDAL20-21,Jamie Benn,F,DAL,20-21,Penalty Kill,JAMIE BENN,52,20202021,26.08333333,11.45%,46.95%,41.65%
JOSH ARCHIBALDFEDM20-21,Josh Archibald,F,EDM,20-21,Penalty Kill,JOSH ARCHIBALD,52,20202021,114.25,47.16%,48.91%,40.59%
KAILER YAMAMOTOFEDM20-21,Kailer Yamamoto,F,EDM,20-21,Penalty Kill,KAILER YAMAMOTO,52,20202021,37.58333333,15.46%,48.27%,39.00%
RYAN NUGENT-HOPKINSFEDM20-21,Ryan Nugent-hopkins,F,EDM,20-21,Penalty Kill,RYAN NUGENT-HOPKINS,52,20202021,96.68333333,40.92%,49.98%,39.19%
TYLER TOFFOLIFMTL20-21,Tyler Toffoli,F,MTL,20-21,Penalty Kill,TYLER TOFFOLI,52,20202021,39.4,15.47%,51.65%,40.11%
MICHAEL MCLEODFN.J20-21,Michael Mcleod,F,N.J,20-21,Penalty Kill,MICHAEL MCLEOD,52,20202021,80.9,36.76%,51.75%,37.18%
NOLAN PATRICKFPHI20-21,Nolan Patrick,F,PHI,20-21,Penalty Kill,NOLAN PATRICK,52,20202021,19.8,7.62%,40.28%,35.31%
ZACH SANFORDFSTL20-21,Zach Sanford,F,STL,20-21,Penalty Kill,ZACH SANFORD,52,20202021,81.05,33.42%,45.60%,41.05%
AUSTON MATTHEWSFTOR20-21,Auston Matthews,F,TOR,20-21,Penalty Kill,AUSTON MATTHEWS,52,20202021,8.5,3.73%,42.06%,43.21%
WILLIAM CARRIERFVGK20-21,William Carrier,F,VGK,20-21,Penalty Kill,WILLIAM CARRIER,52,20202021,5.833333333,2.46%,43.86%,40.55%
ADAM LOWRYFWPG20-21,Adam Lowry,F,WPG,20-21,Penalty Kill,ADAM LOWRY,52,20202021,124.1,54.82%,52.78%,48.24%
BRAD MARCHANDFBOS20-21,Brad Marchand,F,BOS,20-21,Penalty Kill,BRAD MARCHAND,53,20202021,80.68333333,28.94%,51.57%,40.76%
RILEY SHEAHANFBUF20-21,Riley Sheahan,F,BUF,20-21,Penalty Kill,RILEY SHEAHAN,53,20202021,123.2333333,56.29%,51.01%,42.06%
JORDAN STAALFCAR20-21,Jordan Staal,F,CAR,20-21,Penalty Kill,JORDAN STAAL,53,20202021,108.75,38.83%,52.98%,44.05%
MARTIN NECASFCAR20-21,Martin Necas,F,CAR,20-21,Penalty Kill,MARTIN NECAS,53,20202021,50.55,18.29%,47.99%,39.23%
WARREN FOEGELEFCAR20-21,Warren Foegele,F,CAR,20-21,Penalty Kill,WARREN FOEGELE,53,20202021,53.31666667,19.75%,43.37%,38.70%
PIERRE-EDOUARD BELLEMAREFCOL20-21,Pierre-edouard Bellemare,F,COL,20-21,Penalty Kill,PIERRE-EDOUARD BELLEMARE,53,20202021,112.2666667,40.82%,46.38%,45.19%
VLADISLAV NAMESTNIKOVFDET20-21,Vladislav Namestnikov,F,DET,20-21,Penalty Kill,VLADISLAV NAMESTNIKOV,53,20202021,86.28333333,36.70%,48.51%,35.77%
PHILLIP DANAULTFMTL20-21,Phillip Danault,F,MTL,20-21,Penalty Kill,PHILLIP DANAULT,53,20202021,121.3333333,46.68%,54.93%,43.98%
SCOTT LAUGHTONFPHI20-21,Scott Laughton,F,PHI,20-21,Penalty Kill,SCOTT LAUGHTON,53,20202021,95.88333333,37.76%,51.54%,37.95%
LOGAN COUTUREFS.J20-21,Logan Couture,F,S.J,20-21,Penalty Kill,LOGAN COUTURE,53,20202021,101.9833333,35.23%,47.97%,39.56%
J.T. MILLERFVAN20-21,J.t. Miller,F,VAN,20-21,Penalty Kill,J.T. MILLER,53,20202021,88.05,31.11%,50.60%,44.95%
REILLY SMITHFVGK20-21,Reilly Smith,F,VGK,20-21,Penalty Kill,REILLY SMITH,53,20202021,87.9,37.24%,47.96%,44.10%
T.J. OSHIEFWSH20-21,T.j. Oshie,F,WSH,20-21,Penalty Kill,T.J. OSHIE,53,20202021,26.36666667,9.81%,43.94%,36.36%
PATRICE BERGERONFBOS20-21,Patrice Bergeron,F,BOS,20-21,Penalty Kill,PATRICE BERGERON,54,20202021,93.6,32.35%,52.14%,40.07%
MIKAEL BACKLUNDFCGY20-21,Mikael Backlund,F,CGY,20-21,Penalty Kill,MIKAEL BACKLUND,54,20202021,99.05,37.71%,53.13%,42.48%
TYSON JOSTFCOL20-21,Tyson Jost,F,COL,20-21,Penalty Kill,TYSON JOST,54,20202021,108.3,38.35%,45.66%,42.95%
ANDREW COGLIANOFDAL20-21,Andrew Cogliano,F,DAL,20-21,Penalty Kill,ANDREW COGLIANO,54,20202021,77.6,30.96%,49.82%,42.29%
LUKE GLENDENINGFDET20-21,Luke Glendening,F,DET,20-21,Penalty Kill,LUKE GLENDENING,54,20202021,128.5666667,53.53%,51.13%,39.47%
GABRIEL VILARDIFL.A20-21,Gabriel Vilardi,F,L.A,20-21,Penalty Kill,GABRIEL VILARDI,54,20202021,11.76666667,4.58%,44.94%,31.54%
JEFF CARTERFL.A/PIT20-21,Jeff Carter,F,L.A/PIT,20-21,Penalty Kill,JEFF CARTER,54,20202021,60.2,23.59%,46.63%,36.40%
YEGOR SHARANGOVICHFN.J20-21,Yegor Sharangovich,F,N.J,20-21,Penalty Kill,YEGOR SHARANGOVICH,54,20202021,96.35,40.77%,51.67%,38.88%
COLTON SISSONSFNSH20-21,Colton Sissons,F,NSH,20-21,Penalty Kill,COLTON SISSONS,54,20202021,125.5833333,46.69%,50.16%,40.74%
JEAN-GABRIEL PAGEAUFNYI20-21,Jean-gabriel Pageau,F,NYI,20-21,Penalty Kill,JEAN-GABRIEL PAGEAU,54,20202021,72.9,33.79%,49.76%,40.77%
JOSH BAILEYFNYI20-21,Josh Bailey,F,NYI,20-21,Penalty Kill,JOSH BAILEY,54,20202021,50.53333333,23.26%,45.63%,38.41%
KEVIN ROONEYFNYR20-21,Kevin Rooney,F,NYR,20-21,Penalty Kill,KEVIN ROONEY,54,20202021,100.3833333,36.68%,48.61%,37.90%
PAVEL BUCHNEVICHFNYR20-21,Pavel Buchnevich,F,NYR,20-21,Penalty Kill,PAVEL BUCHNEVICH,54,20202021,122.7666667,44.88%,50.32%,42.89%
CLAUDE GIROUXFPHI20-21,Claude Giroux,F,PHI,20-21,Penalty Kill,CLAUDE GIROUX,54,20202021,37.46666667,14.38%,50.86%,43.30%
TIMO MEIERFS.J20-21,Timo Meier,F,S.J,20-21,Penalty Kill,TIMO MEIER,54,20202021,7.616666667,2.61%,41.94%,36.82%
ILYA MIKHEYEVFTOR20-21,Ilya Mikheyev,F,TOR,20-21,Penalty Kill,ILYA MIKHEYEV,54,20202021,84.06666667,35.95%,51.82%,39.14%
JASON SPEZZAFTOR20-21,Jason Spezza,F,TOR,20-21,Penalty Kill,JASON SPEZZA,54,20202021,43.35,18.48%,53.81%,48.53%
PIUS SUTERFCHI20-21,Pius Suter,F,CHI,20-21,Penalty Kill,PIUS SUTER,55,20202021,29.66666667,11.75%,51.81%,43.77%
VALERI NICHUSHKINFCOL20-21,Valeri Nichushkin,F,COL,20-21,Penalty Kill,VALERI NICHUSHKIN,55,20202021,78.16666667,27.66%,44.43%,40.91%
RADEK FAKSAFDAL20-21,Radek Faksa,F,DAL,20-21,Penalty Kill,RADEK FAKSA,55,20202021,108.0666667,42.44%,51.11%,43.68%
ALEX IAFALLOFL.A20-21,Alex Iafallo,F,L.A,20-21,Penalty Kill,ALEX IAFALLO,55,20202021,107.6333333,40.91%,46.22%,38.19%
NICK BONINOFMIN20-21,Nick Bonino,F,MIN,20-21,Penalty Kill,NICK BONINO,55,20202021,101.5166667,37.86%,49.84%,33.10%
CHRIS TIERNEYFOTT20-21,Chris Tierney,F,OTT,20-21,Penalty Kill,CHRIS TIERNEY,55,20202021,109.1666667,38.98%,54.30%,44.91%
JOEL FARABEEFPHI20-21,Joel Farabee,F,PHI,20-21,Penalty Kill,JOEL FARABEE,55,20202021,80.56666667,29.89%,52.37%,42.51%
KEVIN HAYESFPHI20-21,Kevin Hayes,F,PHI,20-21,Penalty Kill,KEVIN HAYES,55,20202021,71.98333333,26.99%,49.23%,37.98%
SIDNEY CROSBYFPIT20-21,Sidney Crosby,F,PIT,20-21,Penalty Kill,SIDNEY CROSBY,55,20202021,8.316666667,3.49%,36.70%,35.98%
BARCLAY GOODROWFT.B20-21,Barclay Goodrow,F,T.B,20-21,Penalty Kill,BARCLAY GOODROW,55,20202021,134.3,44.83%,49.67%,40.97%
BLAKE COLEMANFT.B20-21,Blake Coleman,F,T.B,20-21,Penalty Kill,BLAKE COLEMAN,55,20202021,121.8833333,40.03%,49.47%,42.51%
MITCH MARNERFTOR20-21,Mitch Marner,F,TOR,20-21,Penalty Kill,MITCH MARNER,55,20202021,104.6666667,43.88%,54.13%,45.15%
ALEX TUCHFVGK20-21,Alex Tuch,F,VGK,20-21,Penalty Kill,ALEX TUCH,55,20202021,41.91666667,17.17%,39.93%,36.45%
MARK STONEFVGK20-21,Mark Stone,F,VGK,20-21,Penalty Kill,MARK STONE,55,20202021,73.43333333,30.01%,45.37%,39.65%
ANDREW COPPFWPG20-21,Andrew Copp,F,WPG,20-21,Penalty Kill,ANDREW COPP,55,20202021,133.2333333,55.36%,53.83%,47.54%
NICKLAS BACKSTROMFWSH20-21,Nicklas Backstrom,F,WSH,20-21,Penalty Kill,NICKLAS BACKSTROM,55,20202021,17,6.08%,49.20%,36.35%
CHRISTIAN DVORAKFARI20-21,Christian Dvorak,F,ARI,20-21,Penalty Kill,CHRISTIAN DVORAK,56,20202021,106.4666667,38.57%,48.59%,44.99%
SEBASTIAN AHOFCAR20-21,Sebastian Aho,F,CAR,20-21,Penalty Kill,SEBASTIAN AHO,56,20202021,87.65,29.81%,51.13%,38.61%
CAM ATKINSONFCBJ20-21,Cam Atkinson,F,CBJ,20-21,Penalty Kill,CAM ATKINSON,56,20202021,97.33333333,42.83%,50.84%,39.31%
ERIC ROBINSONFCBJ20-21,Eric Robinson,F,CBJ,20-21,Penalty Kill,ERIC ROBINSON,56,20202021,53.83333333,23.69%,47.08%,36.23%
ANDREW MANGIAPANEFCGY20-21,Andrew Mangiapane,F,CGY,20-21,Penalty Kill,ANDREW MANGIAPANE,56,20202021,75.6,27.18%,53.02%,37.55%
ELIAS LINDHOLMFCGY20-21,Elias Lindholm,F,CGY,20-21,Penalty Kill,ELIAS LINDHOLM,56,20202021,126.4,45.45%,56.06%,47.46%
DAVID KAMPFFCHI20-21,David Kampf,F,CHI,20-21,Penalty Kill,DAVID KAMPF,56,20202021,127.3,50.01%,50.73%,44.99%
MATTIAS JANMARKFCHI/VGK20-21,Mattias Janmark,F,CHI/VGK,20-21,Penalty Kill,MATTIAS JANMARK,56,20202021,91.86666667,35.91%,49.58%,41.31%
JOE PAVELSKIFDAL20-21,Joe Pavelski,F,DAL,20-21,Penalty Kill,JOE PAVELSKI,56,20202021,37.88333333,14.76%,49.03%,42.68%
ANTHONY MANTHAFDET/WSH20-21,Anthony Mantha,F,DET/WSH,20-21,Penalty Kill,ANTHONY MANTHA,56,20202021,5.966666667,2.33%,39.06%,30.80%
CONNOR MCDAVIDFEDM20-21,Connor Mcdavid,F,EDM,20-21,Penalty Kill,CONNOR MCDAVID,56,20202021,6.333333333,2.48%,34.63%,32.71%
LEON DRAISAITLFEDM20-21,Leon Draisaitl,F,EDM,20-21,Penalty Kill,LEON DRAISAITL,56,20202021,35.65,13.98%,44.80%,40.17%
ALEX WENNBERGFFLA20-21,Alex Wennberg,F,FLA,20-21,Penalty Kill,ALEX WENNBERG,56,20202021,139.3,51.53%,48.22%,42.77%
FRANK VATRANOFFLA20-21,Frank Vatrano,F,FLA,20-21,Penalty Kill,FRANK VATRANO,56,20202021,7.416666667,2.74%,34.22%,34.50%
ADRIAN KEMPEFL.A20-21,Adrian Kempe,F,L.A,20-21,Penalty Kill,ADRIAN KEMPE,56,20202021,74.2,27.78%,43.33%,31.63%
ANZE KOPITARFL.A20-21,Anze Kopitar,F,L.A,20-21,Penalty Kill,ANZE KOPITAR,56,20202021,114.8166667,42.99%,46.27%,37.83%
TREVOR MOOREFL.A20-21,Trevor Moore,F,L.A,20-21,Penalty Kill,TREVOR MOORE,56,20202021,75.4,28.23%,45.87%,30.98%
JOEL ERIKSSON EKFMIN20-21,Joel Eriksson Ek,F,MIN,20-21,Penalty Kill,JOEL ERIKSSON EK,56,20202021,90.4,33.04%,48.66%,33.53%
JORDAN GREENWAYFMIN20-21,Jordan Greenway,F,MIN,20-21,Penalty Kill,JORDAN GREENWAY,56,20202021,61.75,22.57%,46.20%,33.58%
NICK SUZUKIFMTL20-21,Nick Suzuki,F,MTL,20-21,Penalty Kill,NICK SUZUKI,56,20202021,40.23333333,15.02%,53.20%,38.90%
BROCK NELSONFNYI20-21,Brock Nelson,F,NYI,20-21,Penalty Kill,BROCK NELSON,56,20202021,55.36666667,24.58%,45.88%,38.67%
CASEY CIZIKASFNYI20-21,Casey Cizikas,F,NYI,20-21,Penalty Kill,CASEY CIZIKAS,56,20202021,94.93333333,42.15%,53.37%,46.41%
MIKA ZIBANEJADFNYR20-21,Mika Zibanejad,F,NYR,20-21,Penalty Kill,MIKA ZIBANEJAD,56,20202021,129.3833333,45.55%,49.33%,41.71%
RYAN STROMEFNYR20-21,Ryan Strome,F,NYR,20-21,Penalty Kill,RYAN STROME,56,20202021,51.98333333,18.30%,46.49%,34.56%
CONNOR BROWNFOTT20-21,Connor Brown,F,OTT,20-21,Penalty Kill,CONNOR BROWN,56,20202021,162.6666667,56.38%,53.40%,41.51%
JOSH NORRISFOTT20-21,Josh Norris,F,OTT,20-21,Penalty Kill,JOSH NORRIS,56,20202021,7.066666667,2.45%,50.34%,36.94%
NICK PAULFOTT20-21,Nick Paul,F,OTT,20-21,Penalty Kill,NICK PAUL,56,20202021,118.25,40.98%,51.61%,43.46%
BRYAN RUSTFPIT20-21,Bryan Rust,F,PIT,20-21,Penalty Kill,BRYAN RUST,56,20202021,19.41666667,7.84%,48.31%,37.95%
EVANDER KANEFS.J20-21,Evander Kane,F,S.J,20-21,Penalty Kill,EVANDER KANE,56,20202021,96.68333333,31.95%,47.09%,38.56%
PATRICK MARLEAUFS.J20-21,Patrick Marleau,F,S.J,20-21,Penalty Kill,PATRICK MARLEAU,56,20202021,37.73333333,12.47%,42.28%,34.36%
BRAYDEN SCHENNFSTL20-21,Brayden Schenn,F,STL,20-21,Penalty Kill,BRAYDEN SCHENN,56,20202021,34.31666667,12.95%,42.79%,35.25%
RYAN O'REILLYFSTL20-21,Ryan O'reilly,F,STL,20-21,Penalty Kill,RYAN O'REILLY,56,20202021,107.8333333,40.70%,49.40%,44.42%
ALEX KILLORNFT.B20-21,Alex Killorn,F,T.B,20-21,Penalty Kill,ALEX KILLORN,56,20202021,98.73333333,32.08%,47.59%,38.30%
MATHIEU JOSEPHFT.B20-21,Mathieu Joseph,F,T.B,20-21,Penalty Kill,MATHIEU JOSEPH,56,20202021,30.33333333,9.86%,41.80%,33.59%
YANNI GOURDEFT.B20-21,Yanni Gourde,F,T.B,20-21,Penalty Kill,YANNI GOURDE,56,20202021,82.25,26.73%,47.09%,35.91%
ALEX KERFOOTFTOR20-21,Alex Kerfoot,F,TOR,20-21,Penalty Kill,ALEX KERFOOT,56,20202021,83.91666667,34.86%,49.68%,41.01%
BO HORVATFVAN20-21,Bo Horvat,F,VAN,20-21,Penalty Kill,BO HORVAT,56,20202021,27.2,8.95%,48.21%,41.68%
WILLIAM KARLSSONFVGK20-21,William Karlsson,F,VGK,20-21,Penalty Kill,WILLIAM KARLSSON,56,20202021,96.95,38.97%,47.59%,43.05%
KYLE CONNORFWPG20-21,Kyle Connor,F,WPG,20-21,Penalty Kill,KYLE CONNOR,56,20202021,6.033333333,2.47%,49.52%,39.24%
MASON APPLETONFWPG20-21,Mason Appleton,F,WPG,20-21,Penalty Kill,MASON APPLETON,56,20202021,52.23333333,21.35%,56.61%,43.76%
TREVOR LEWISFWPG20-21,Trevor Lewis,F,WPG,20-21,Penalty Kill,TREVOR LEWIS,56,20202021,97.63333333,39.90%,52.74%,39.64%
CARL HAGELINFWSH20-21,Carl Hagelin,F,WSH,20-21,Penalty Kill,CARL HAGELIN,56,20202021,143.35,50.29%,51.08%,43.22%
GARNET HATHAWAYFWSH20-21,Garnet Hathaway,F,WSH,20-21,Penalty Kill,GARNET HATHAWAY,56,20202021,73.43333333,25.76%,45.72%,38.45%
NIC DOWDFWSH20-21,Nic Dowd,F,WSH,20-21,Penalty Kill,NIC DOWD,56,20202021,128.1666667,44.97%,50.04%,43.61%
